idp_issueddate,idp_validtime,value,location_name,location_coordinates_x,location_coordinates_y,location_coordinates_wkid,attributes_objectid,attributes_name,attributes_minps,attributes_maxps,attributes_lowps,attributes_highps,attributes_category,attributes_tag,attributes_groupname,attributes_productname,attributes_centerx,attributes_centery,attributes_zorder,attributes_idp_source,attributes_idp_subset,attributes_idp_filedate,attributes_idp_ingestdate,attributes_idp_current_forecast,attributes_idp_time_series,attributes_idp_issueddate,attributes_idp_validtime,attributes_idp_validendtime,attributes_idp_fcst_hour,attributes_idp_grb_level,attributes_idp_grb_elem,attributes_st_area_shape_,service_name,url,requested_on
2023-10-16 12:00:00+00:00,2023-10-18 22:00:00+00:00,19,Yosemite,-119.6494,37.7959,4326,174668,ds_apm25h01_bc_B58,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697474640000,1697479913000,1,10058,1697457600000,1697666400000,1697669999000,58, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 12:00:00+00:00,2023-10-19 07:00:00+00:00,70,Yosemite,-119.6494,37.7959,4326,174677,ds_apm25h01_bc_B67,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697474640000,1697480004000,1,10067,1697457600000,1697698800000,1697702399000,67, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 06:00:00+00:00,2023-10-18 09:00:00+00:00,48,Yosemite,-119.6494,37.7959,4326,174588,ds_apm25h01_bc_B51,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697453040000,1697455146000,2,20051,1697436000000,1697619600000,1697623199000,51, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 12:00:00+00:00,2023-10-18 15:00:00+00:00,15,Yosemite,-119.6494,37.7959,4326,174661,ds_apm25h01_bc_B51,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697474640000,1697479834000,1,10051,1697457600000,1697641200000,1697644799000,51, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 06:00:00+00:00,2023-10-18 19:00:00+00:00,8,Yosemite,-119.6494,37.7959,4326,174598,ds_apm25h01_bc_B61,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697453040000,1697455271000,2,20061,1697436000000,1697655600000,1697659199000,61, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 12:00:00+00:00,2023-10-16 15:00:00+00:00,15,Yosemite,-119.6494,37.7959,4326,174613,ds_apm25h01_bc_B03,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697474640000,1697479294000,1,10003,1697457600000,1697468400000,1697471999000,3, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 12:00:00+00:00,2023-10-17 01:00:00+00:00,19,Yosemite,-119.6494,37.7959,4326,174623,ds_apm25h01_bc_B13,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697474640000,1697479395000,1,10013,1697457600000,1697504400000,1697507999000,13, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 06:00:00+00:00,2023-10-17 01:00:00+00:00,19,Yosemite,-119.6494,37.7959,4326,174556,ds_apm25h01_bc_B19,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697453040000,1697454826000,2,20019,1697436000000,1697504400000,1697507999000,19, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 12:00:00+00:00,2023-10-17 07:00:00+00:00,77,Yosemite,-119.6494,37.7959,4326,174629,ds_apm25h01_bc_B19,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697474640000,1697479465000,1,10019,1697457600000,1697526000000,1697529599000,19, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 12:00:00+00:00,2023-10-17 09:00:00+00:00,56,Yosemite,-119.6494,37.7959,4326,174631,ds_apm25h01_bc_B21,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697474640000,1697479486000,1,10021,1697457600000,1697533200000,1697536799000,21, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 06:00:00+00:00,2023-10-17 05:00:00+00:00,76,Yosemite,-119.6494,37.7959,4326,174560,ds_apm25h01_bc_B23,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697453040000,1697454863000,2,20023,1697436000000,1697518800000,1697522399000,23, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 06:00:00+00:00,2023-10-17 08:00:00+00:00,65,Yosemite,-119.6494,37.7959,4326,174563,ds_apm25h01_bc_B26,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697453040000,1697454890000,2,20026,1697436000000,1697529600000,1697533199000,26, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 12:00:00+00:00,2023-10-17 14:00:00+00:00,22,Yosemite,-119.6494,37.7959,4326,174636,ds_apm25h01_bc_B26,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697474640000,1697479539000,1,10026,1697457600000,1697551200000,1697554799000,26, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 06:00:00+00:00,2023-10-17 11:00:00+00:00,38,Yosemite,-119.6494,37.7959,4326,174566,ds_apm25h01_bc_B29,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697453040000,1697454916000,2,20029,1697436000000,1697540400000,1697543999000,29, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 06:00:00+00:00,2023-10-17 12:00:00+00:00,25,Yosemite,-119.6494,37.7959,4326,174567,ds_apm25h01_bc_B30,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697453040000,1697454926000,2,20030,1697436000000,1697544000000,1697547599000,30, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 06:00:00+00:00,2023-10-17 19:00:00+00:00,8,Yosemite,-119.6494,37.7959,4326,174574,ds_apm25h01_bc_B37,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697453040000,1697454991000,2,20037,1697436000000,1697569200000,1697572799000,37, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 06:00:00+00:00,2023-10-17 20:00:00+00:00,7,Yosemite,-119.6494,37.7959,4326,174575,ds_apm25h01_bc_B38,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697453040000,1697455000000,2,20038,1697436000000,1697572800000,1697576399000,38, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 12:00:00+00:00,2023-10-18 19:00:00+00:00,8,Yosemite,-119.6494,37.7959,4326,174665,ds_apm25h01_bc_B55,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697474640000,1697479881000,1,10055,1697457600000,1697655600000,1697659199000,55, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 06:00:00+00:00,2023-10-18 23:00:00+00:00,26,Yosemite,-119.6494,37.7959,4326,174602,ds_apm25h01_bc_B65,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697453040000,1697455316000,2,20065,1697436000000,1697670000000,1697673599000,65, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 12:00:00+00:00,2023-10-19 01:00:00+00:00,18,Yosemite,-119.6494,37.7959,4326,174671,ds_apm25h01_bc_B61,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697474640000,1697479945000,1,10061,1697457600000,1697677200000,1697680799000,61, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 06:00:00+00:00,2023-10-17 15:00:00+00:00,15,Yosemite,-119.6494,37.7959,4326,174570,ds_apm25h01_bc_B33,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697453040000,1697454954000,2,20033,1697436000000,1697554800000,1697558399000,33, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 12:00:00+00:00,2023-10-17 18:00:00+00:00,12,Yosemite,-119.6494,37.7959,4326,174640,ds_apm25h01_bc_B30,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697474640000,1697479598000,1,10030,1697457600000,1697565600000,1697569199000,30, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-119.6494%22%2C+%22y%22%3A+%2237.7959%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:32:55.910268-07:00
2023-10-16 12:00:00+00:00,2023-10-16 13:00:00+00:00,12,Los Angeles,-118.2567,33.948,4326,174611,ds_apm25h01_bc_B01,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697474640000,1697479275000,1,10001,1697457600000,1697461200000,1697464799000,1, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-118.2567%22%2C+%22y%22%3A+%2233.948%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:33:04.787568-07:00
2023-10-16 12:00:00+00:00,2023-10-16 14:00:00+00:00,13,Los Angeles,-118.2567,33.948,4326,174612,ds_apm25h01_bc_B02,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697474640000,1697479284000,1,10002,1697457600000,1697464800000,1697468399000,2, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-118.2567%22%2C+%22y%22%3A+%2233.948%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:33:04.787568-07:00
2023-10-16 06:00:00+00:00,2023-10-16 08:00:00+00:00,11,Los Angeles,-118.2567,33.948,4326,174539,ds_apm25h01_bc_B02,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697453040000,1697454671000,2,20002,1697436000000,1697443200000,1697446799000,2, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-118.2567%22%2C+%22y%22%3A+%2233.948%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:33:04.787568-07:00
2023-10-16 12:00:00+00:00,2023-10-16 16:00:00+00:00,17,Los Angeles,-118.2567,33.948,4326,174614,ds_apm25h01_bc_B04,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697474640000,1697479304000,1,10004,1697457600000,1697472000000,1697475599000,4, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-118.2567%22%2C+%22y%22%3A+%2233.948%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:33:04.787568-07:00
2023-10-16 06:00:00+00:00,2023-10-16 12:00:00+00:00,10,Los Angeles,-118.2567,33.948,4326,174543,ds_apm25h01_bc_B06,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697453040000,1697454713000,2,20006,1697436000000,1697457600000,1697461199000,6, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-118.2567%22%2C+%22y%22%3A+%2233.948%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:33:04.787568-07:00
2023-10-16 12:00:00+00:00,2023-10-16 20:00:00+00:00,14,Los Angeles,-118.2567,33.948,4326,174618,ds_apm25h01_bc_B08,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697474640000,1697479343000,1,10008,1697457600000,1697486400000,1697489999000,8, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-118.2567%22%2C+%22y%22%3A+%2233.948%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:33:04.787568-07:00
2023-10-16 12:00:00+00:00,2023-10-16 21:00:00+00:00,16,Los Angeles,-118.2567,33.948,4326,174619,ds_apm25h01_bc_B09,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697474640000,1697479354000,1,10009,1697457600000,1697490000000,1697493599000,9, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-118.2567%22%2C+%22y%22%3A+%2233.948%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:33:04.787568-07:00
2023-10-16 06:00:00+00:00,2023-10-16 15:00:00+00:00,11,Los Angeles,-118.2567,33.948,4326,174546,ds_apm25h01_bc_B09,0,12993337.792219998,6496.668896110001,6496.668896110001,1,Dataset,,,-11255777.50995,5033296.74205,,,CONUS,1697453040000,1697454739000,2,20009,1697436000000,1697468400000,1697471999000,9, 1-SIGL," PMTF=""Particulate matter (fine) [µg/m^3]""",0,air_quality/ndgd_apm25_hr01_bc,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometry=%7B%22x%22%3A+%22-118.2567%22%2C+%22y%22%3A+%2233.948%22%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&returnGeometry=False&returnCatalogItems=True&returnPixelValues=True&processAsMultidimensional=False&f=json,2023-10-16 23:33:04.787568-07:00
